date,basepoint_X,basepoint_Y
2014-08-30T22:46:31.000000,-798.6745000000001,589.1395
2016-10-27T23:54:59.000000,876.028,209.7965
2011-06-05T11:35:33.000000,904.277,203.381
2012-01-19T17:59:40.000000,-440.274,-105.679
2012-08-13T17:43:39.000000,-921.42375,-276.248
2014-03-18T20:54:17.000000,-899.3366666666667,-355.8996666666667
2013-12-09T11:47:47.000000,-926.554,-241.147
2012-02-16T21:21:03.000000,-931.1688,-239.2394
2015-11-19T16:53:02.000000,-900.549,-386.059
2012-01-08T11:01:20.000000,-928.927,-259.795
2013-05-06T05:01:29.000000,-924.7766,-274.3235000000001
2011-08-17T06:36:25.000000,-919.4025,-293.2665
2014-12-04T07:21:45.000000,-927.9356666666667,-250.55533333333327
2013-12-17T04:33:38.000000,-914.8093333333333,-288.9186666666667
2016-02-01T09:02:58.000000,-923.8502272727272,-246.5061818181818
2011-12-28T21:01:30.000000,-923.694,-257.384
2016-08-03T16:56:01.000000,-905.586,-127.585
2011-10-31T18:56:39.000000,-919.924,-273.7
2012-06-16T05:54:34.000000,856.8222499999999,453.08825
2011-04-05T16:21:08.000000,911.423,435.36
2016-07-04T17:50:07.000000,-926.844,-277.574
2015-01-28T18:02:32.000000,662.6487500000001,-155.66325
2014-09-01T03:44:12.000000,673.5665,-159.002
2012-05-14T05:37:01.000000,480.308,-213.974
2013-12-20T08:11:19.000000,-935.21475,95.688475
2015-02-27T17:47:22.000000,-938.8145,93.5891
2014-01-19T11:42:22.000000,-935.7152857142856,94.41165714285717
2012-08-05T11:15:40.000000,-217.796,-926.021
2016-09-23T15:48:00.000000,-906.911,-249.887
2016-10-20T07:52:49.000000,-909.8725,-244.216
2015-11-06T08:48:01.000000,925.9313333333332,-143.70933333333335
2014-08-19T14:23:12.000000,954.777,-191.483
2015-07-16T06:52:45.000000,-924.6736666666666,221.833
2014-10-16T06:59:51.000000,-925.599,216.808
2015-07-09T07:52:41.000000,-944.4948571428572,186.17171428571427
2015-09-03T02:29:33.000000,-939.916,124.55966666666666
2016-12-15T00:27:22.000000,-780.6700000000001,-482.262875
2013-04-22T08:28:13.000000,-798.826,-397.497
2012-08-30T01:37:04.000000,-694.311,-511.903
2015-01-18T12:14:09.000000,767.6695,210.534
